Time,DG1,DG2,DG3
22/11/2022 12:22:00,0.077238929,0.20581841,0.093311364
22/11/2022 12:23:00,0.077975875,0.205993873,0.092293678
22/11/2022 12:24:00,0.120578356,0.206099151,0.064184462
22/11/2022 12:25:00,0.140932095,0.205748225,0.03663673
22/11/2022 12:26:00,0.134053935,0.205958781,0.022494391
22/11/2022 12:27:00,0.132650229,0.205081464,0.010211962
22/11/2022 12:28:00,0.199115713,0.206309707,0.010211962
22/11/2022 12:29:00,0.267406016,0.206590449,0.00965048
22/11/2022 12:30:00,0.297445327,0.207151931,0.143283302
22/11/2022 12:31:00,0.231962437,0.207151931,0.250737006
22/11/2022 12:32:00,0.228453171,0.207116838,0.244911626
22/11/2022 12:33:00,0.257966093,0.207783599,0.27116093
22/11/2022 12:34:00,0.307587104,0.207327394,0.272529544
22/11/2022 12:35:00,0.264738975,0.207923969,0.272705007
22/11/2022 12:36:00,0.260247115,0.208134525,0.264949531
22/11/2022 12:37:00,0.260282208,0.208204711,0.269862502
22/11/2022 12:38:00,0.259194336,0.208345081,0.269616853
22/11/2022 12:39:00,0.311482389,0.051410737,0.281829097
22/11/2022 12:40:00,0.275301863,0.051410737,0.275722975
22/11/2022 12:41:00,0.280495576,0.131386893,0.25000006
22/11/2022 12:42:00,0.042848129,0.129807724,0.222908532
22/11/2022 12:43:00,0.049726289,0.081660604,0.181850128
22/11/2022 12:44:00,0.098434892,0.016353176,0.13980913
22/11/2022 12:45:00,0.147424236,0,0.143458766
22/11/2022 12:46:00,0.166690102,0,0.155004249
22/11/2022 12:47:00,0.169462422,0,0.156758881
22/11/2022 12:48:00,0.172445297,0,0.158022217
22/11/2022 12:49:00,0.177358269,0,0.15872407
22/11/2022 12:50:00,0.179253272,0,0.159145182
22/11/2022 12:51:00,0.17777938,0,0.158794255
22/11/2022 12:52:00,0.223294551,0,0.160654166
22/11/2022 12:53:00,0.228312801,0,0.165637322
22/11/2022 12:54:00,0.218627229,0,0.164900377
22/11/2022 12:55:00,0.206099151,0,0.161812223
22/11/2022 12:56:00,0.2039585,0,0.162338613
22/11/2022 12:57:00,0.203467202,0,0.16282991
22/11/2022 12:58:00,0.203677758,0,0.162865003
22/11/2022 12:59:00,0.203853222,0,0.162408798
22/11/2022 13:00:00,0.200765068,0,0.162338613
22/11/2022 13:01:00,0.199852659,0,0.161742038
22/11/2022 13:02:00,0.209222398,0,0.162373706
22/11/2022 13:03:00,0.230874564,0,0.153249616
22/11/2022 13:04:00,0.227821504,0,0.155074434
22/11/2022 13:05:00,0.207116838,0,0.156302677
