Time,RPM,Speed
12:42:00,779.9232053,11.24611231
12:43:00,780.090301,11.12883369
12:44:00,780.0658784,11.25971922
12:45:00,778.3133333,11.17062635
12:46:00,779.8916667,11.01317495
12:47:00,602.3484087,9.88574514
12:48:00,414.905,8.416198704
12:49:00,417.4189189,7.610475162
12:50:00,418.7625418,7.015982721
12:51:00,417.7746244,6.483693305
12:52:00,415.58,6.169114471
12:53:00,417.2625418,6.10950324
12:54:00,417.4307432,6.125701944
12:55:00,417.4841402,5.76511879
12:56:00,417.4166667,5.698704104
12:57:00,419.3411371,5.510151188
12:58:00,417.9415693,5.318358531
12:59:00,414.6037099,4.887149028
1:00:00,417.2043551,4.947084233
1:01:00,417.5416667,5.52699784
1:02:00,417.4833333,6.028833693
1:03:00,417.3745763,6.652483801
1:04:00,417.5133333,7.072030238
1:05:00,417.4290484,7.313714903
1:06:00,417.5,7.309827214
1:07:00,459.7772194,7.882937365
1:08:00,619.6773649,9.379697624
1:09:00,705.6833333,10.29524838
1:10:00,780.2830821,11.15701944
1:11:00,780.1116667,11.48034557
1:12:00,780.2437396,11.937473
1:13:00,780.2864407,12.02591793
1:14:00,780.105,12.11663067
1:15:00,780.1833333,12.23196544
1:16:00,777.1187291,12.5899568
1:17:00,779.0451505,12.67062635
1:18:00,780.2297297,12.72602592
1:19:00,780.035,13.16144708
1:20:00,779.5879397,13.39762419
1:21:00,779.75,13.56382289
1:22:00,779.8580968,13.69308855
1:23:00,779.8898305,13.40604752
1:24:00,779.8183333,13.34319654
1:25:00,776.2220367,13.48444924
1:26:00,779.3021703,12.94470842
1:27:00,779.4966555,11.6825054
1:28:00,779.7297297,10.62019438
1:29:00,779.8783333,10.35485961
1:30:00,780.001675,10.46274298
1:31:00,779.9933333,10.5437365
1:32:00,780,10.73585313
1:33:00,779.8491525,10.6937365
1:34:00,779.7429048,10.75917927
1:35:00,779.8666667,10.7300216
1:36:00,779.3439065,10.73941685
1:37:00,779.5583756,10.74654428
1:38:00,779.87,11.07764579
1:39:00,779.9816361,10.96911447
1:40:00,779.8963211,11.21241901
1:41:00,779.9716667,11.31965443
1:42:00,660.1672297,11.62483801
1:43:00,779.7671692,11.53477322
1:44:00,779.9583333,11.59276458
1:45:00,779.9433333,11.48326134
1:46:00,779.2053422,11.50788337
1:47:00,780.2335025,11.67699784
1:48:00,779.8616667,11.83056156
1:49:00,779.8833333,11.73887689
1:50:00,748.460733,11.70323974
1:51:00,780.0033333,11.7612311
1:52:00,779.9459459,11.55064795
1:53:00,780.0635452,11.65140389
1:54:00,780.0516667,11.70518359
1:55:00,780.1435726,11.64265659
1:56:00,778.6583333,11.70809935
1:57:00,780.1661017,11.78131749
1:58:00,779.9316667,11.62159827
1:59:00,748.8315972,11.58660907
2:00:00,779.8626466,11.64816415
2:01:00,630.9416667,10.57095032
2:02:00,599.8040541,10.19902808
